"TRIP_ID","SET_NUM","year","SABLE.DEPTH.GROUP","Spatial.Stratum","SABLE.SET.TYPE","TOTAL.TRAPS","CPUE.TRAPS","TOTAL.SABLE.COUNT","CPUE.SABLE.COUNT","FE_USABILITY","CPUE.SABLE.WEIGHT","TOTAL_SABLE_WEIGHT","FE_MAJOR_LEVEL_ID","FE.MODAL.BOTTOM.DEPTH"
40589,231809,1999,,"Tasu Sound","TRADITIONAL TAGGING",65,65,258,258,1,920,920,60,516
40589,231810,1999,,"Buck Point","TRADITIONAL TAGGING",65,65,290,290,1,960,960,61,401
40589,231811,1999,"D1","Buck Point","OFFSHORE STANDARDIZED",23,23,48,48,1,152.5,152.5,62,373
40589,231812,1999,"D2","Buck Point","OFFSHORE STANDARDIZED",25,25,58,58,1,146.4,146.4,63,511
40589,231813,1999,"D3","Buck Point","OFFSHORE STANDARDIZED",25,25,51,51,1,102.9,102.9,64,673
40589,231814,1999,"D4","Buck Point","OFFSHORE STANDARDIZED",25,25,20,20,1,62.5,62.5,65,888
40589,231815,1999,"D5","Buck Point","OFFSHORE STANDARDIZED",26,26,8,8,1,31.3,31.3,66,1103
40589,231816,1999,,"Buck Point","NO SET TYPE",25,25,219,219,1,734,734,67,1114
40589,231817,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,224,224,1,540,540,68,432
40589,231818,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,585,585,1,1250,1250,69,410
40589,231819,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,267,267,1,700,700,70,404
40589,231820,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,19,19,1,60,60,71,450
40589,231821,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,259,259,1,800,800,72,448
40589,231822,1999,,"Hippa Island","NO SET TYPE",24,24,83,83,1,334.5,334.5,73,1061
40589,231823,1999,"D5","Hippa Island","OFFSHORE STANDARDIZED",25,25,66,66,1,278.2,278.2,74,1094
40589,231824,1999,"D4","Hippa Island","OFFSHORE STANDARDIZED",25,25,21,21,1,47.2,47.2,75,769
40589,231825,1999,"D2","Hippa Island","OFFSHORE STANDARDIZED",25,25,37,37,1,103,103,76,509
40589,231826,1999,"D3","Hippa Island","OFFSHORE STANDARDIZED",25,25,21,21,1,39.2,39.2,77,758
40589,231827,1999,"D1","Hippa Island","OFFSHORE STANDARDIZED",25,25,22,22,1,65.9,65.9,78,388
40589,231828,1999,,"Hippa Island","TRADITIONAL TAGGING",65,65,381,381,1,1070,1070,79,410
40589,231829,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,314,314,1,750,750,80,536
40589,231830,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,364,364,1,840,840,81,617
40589,231831,1999,,"Rennell Sound","TRADITIONAL TAGGING",65,65,176,176,1,430,430,82,556
40589,231832,1999,"D1","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,6,6,1,19.6,19.6,83,324
40589,231833,1999,"D2","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,161,161,1,591.3,591.3,84,509
40589,231834,1999,"D3","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,105,105,1,332.3,332.3,85,648
40589,231835,1999,"D4","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,77,77,1,218.6,218.6,86,926
40589,231836,1999,"D5","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,62,62,1,220.5,220.5,87,1047
40589,231837,1999,,"Langara Island-North Frederick","NO SET TYPE",25,25,226,226,1,745.8,745.8,88,1248
40589,231838,1999,,"Langara Island-North Frederick","TRADITIONAL TAGGING",65,65,657,657,1,2020,2020,89,716
40589,231839,1999,,"Portland Inlet","INLET STANDARDIZED",25,25,642,642,1,1179.4,1179.4,90,494
40589,231840,1999,,"Portland Inlet","INLET STANDARDIZED",24,24,775,775,1,1479.5,1479.5,91,554
40589,231841,1999,,"Portland Inlet","INLET STANDARDIZED",25,25,781,781,1,1479.9,1479.9,92,538
40589,231842,1999,,"Portland Inlet","INLET STANDARDIZED",25,25,988,988,1,2400.9,2400.9,93,586
40589,231843,1999,,"Portland Inlet","INLET STANDARDIZED",26,24,811,799,12,1677.5,1705.1,94,564
40589,231844,1999,,"Gil Island","INLET STANDARDIZED",25,25,900,900,1,1718.4,1718.4,95,529
40589,231845,1999,,"Gil Island","INLET STANDARDIZED",25,25,836,836,1,1736.6,1736.6,96,520
40589,231846,1999,,"Gil Island","INLET STANDARDIZED",21,,727,,13,,1401.9,97,655
40589,231847,1999,,"Gil Island","INLET STANDARDIZED",25,25,1252,1252,1,2063.6,2063.6,98,507
40589,231848,1999,,"Gil Island","INLET STANDARDIZED",25,25,851,851,1,1509.1,1509.1,99,565
40589,231849,1999,,"Finlayson Channel","INLET STANDARDIZED",25,25,181,181,1,406.5,406.5,100,562
40589,231850,1999,,"Finlayson Channel","INLET STANDARDIZED",26,26,352,352,1,754.9,754.9,101,549
40589,231851,1999,,"Finlayson Channel","INLET STANDARDIZED",25,24,333,333,12,775.5,775.5,102,613
40589,231852,1999,,"Finlayson Channel","INLET STANDARDIZED",25,24,354,354,12,780.2,780.2,103,648
40589,231853,1999,,"Finlayson Channel","INLET STANDARDIZED",24,23,396,396,12,1148,1148,104,785
40589,231854,1999,,"Dean/Burke Channel","INLET STANDARDIZED",25,,178,,13,,339.8,105,494
40589,231855,1999,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,298,298,1,590.2,590.2,106,516
40589,231856,1999,,"Dean/Burke Channel","INLET STANDARDIZED",25,24,209,209,12,430.2,430.2,107,523
40589,231857,1999,,"Dean/Burke Channel","INLET STANDARDIZED",24,24,168,168,1,337.6,337.6,108,565
40589,231858,1999,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,272,272,1,568.9,568.9,109,575
40517,229234,2000,,"Barkley Canyon","OFFSHORE STANDARDIZED",25,25,166,166,1,647,647,1,1487
40517,229235,2000,,"Barkley Canyon","OFFSHORE STANDARDIZED",25,25,138,138,1,464,464,2,1352
40517,229236,2000,,"Barkley Canyon","OFFSHORE STANDARDIZED",25,25,317,317,1,797,797,3,1190
40517,229237,2000,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,276,276,1,687,687,4,1069
40517,229238,2000,,"Barkley Canyon","TRADITIONAL TAGGING",60,60,642,642,1,1930,1930,5,412
40517,229239,2000,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,312,312,1,640,640,6,895
40517,229240,2000,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,332,332,1,642,642,7,717
40517,229241,2000,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,60,60,1,147,147,8,453
40517,229242,2000,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,79,79,1,268,268,9,350
40517,229243,2000,,"Father Charles Canyon","TRADITIONAL TAGGING",60,60,181,181,1,510,510,10,505
40517,229244,2000,,"Father Charles Canyon","TRADITIONAL TAGGING",60,60,592,592,1,1750,1750,11,399
40517,229245,2000,,"Father Charles Canyon","TRADITIONAL TAGGING",60,60,742,742,1,1800,1800,12,509
40517,229246,2000,,"Father Charles Canyon","TRADITIONAL TAGGING",60,60,820,820,1,1690,1690,13,555
40517,229247,2000,,"Estevan Point","TRADITIONAL TAGGING",60,60,697,697,1,1390,1390,14,566
40517,229248,2000,,"Estevan Point","TRADITIONAL TAGGING",60,60,748,748,1,1430,1430,15,590
40517,229249,2000,,"Estevan Point","TRADITIONAL TAGGING",56,,980,,13,,2260,16,507
40517,229250,2000,,"Estevan Point","TRADITIONAL TAGGING",60,,,,13,,810,17,491
40517,229251,2000,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,162,162,1,523,523,18,357
40517,229252,2000,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,120,120,1,370,370,19,542
40517,229253,2000,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,58,58,1,125,125,20,778
40517,229254,2000,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,176,176,1,371,371,21,910
40517,229255,2000,,"Esperanza Inlet","TRADITIONAL TAGGING",60,60,687,687,1,1940,1940,22,498
40517,229256,2000,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,75,75,1,195,195,23,1109
40517,229257,2000,,"Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,25,25,1,66,66,24,1257
40517,229258,2000,,"Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,74,74,1,234,234,25,1299
40517,229259,2000,,"Esperanza Inlet","OFFSHORE STANDARDIZED",23,23,9,9,1,42,42,26,1541
40517,229260,2000,,"Quatsino Sound","TRADITIONAL TAGGING",60,60,466,466,1,1090,1090,27,624
40517,229261,2000,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,102,102,1,250,250,28,518
40517,229262,2000,"D1","Quatsino Sound","OFFSHORE STANDARDIZED",24,24,74,74,1,204,204,29,324
40517,229263,2000,,"Quatsino Sound","OFFSHORE STANDARDIZED",25,25,29,29,1,128,128,30,1466
40517,229264,2000,,"Quatsino Sound","OFFSHORE STANDARDIZED",25,25,36,36,1,157,157,31,1296
40517,229265,2000,,"Quatsino Sound","OFFSHORE STANDARDIZED",25,25,43,43,1,155,155,32,1197
40517,229266,2000,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,56,56,1,149,149,33,1061
40517,229267,2000,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",22,22,177,177,1,339,339,34,899
40517,229268,2000,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,96,96,1,233,233,35,758
40517,229269,2000,,"Pisces Canyon","TRADITIONAL TAGGING",60,60,675,675,1,,,36,597
40517,229270,2000,,"Pisces Canyon","TRADITIONAL TAGGING",60,60,874,874,1,2360,2360,37,564
40517,229271,2000,,"Pisces Canyon","TRADITIONAL TAGGING",60,60,586,586,1,1650,1650,38,688
40517,229272,2000,,"Pisces Canyon","TRADITIONAL TAGGING",60,60,598,598,1,1540,1540,39,748
40517,229273,2000,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,321,321,1,693,693,40,430
40517,229274,2000,,"Dean/Burke Channel","INLET STANDARDIZED",24,24,137,137,1,327,327,41,572
40517,229275,2000,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,61,61,1,134,134,42,580
40517,229276,2000,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,151,151,1,279,279,43,535
40517,229277,2000,,"Dean/Burke Channel","INLET STANDARDIZED",25,25,65,65,1,119,119,44,488
40517,229278,2000,"D2","Triangle Island","OFFSHORE STANDARDIZED",25,25,110,110,1,319,319,45,432
40517,229279,2000,,,"COMMERCIAL",30,30,380,380,1,,,46,500
40517,229280,2000,"D3","Triangle Island","OFFSHORE STANDARDIZED",25,25,128,128,1,288,288,47,664
40517,229281,2000,"D1","Triangle Island","OFFSHORE STANDARDIZED",25,25,108,108,1,346,346,48,326
40517,229282,2000,"D4","Triangle Island","OFFSHORE STANDARDIZED",25,25,28,28,1,103,103,49,867
40517,229283,2000,"D5","Triangle Island","OFFSHORE STANDARDIZED",24,24,29,29,1,115,115,50,1083
40517,229284,2000,,"Triangle Island","TRADITIONAL TAGGING",60,60,811,811,1,2300,2300,51,290
40517,229285,2000,,"Middle Ground","TRADITIONAL TAGGING",60,60,743,743,1,1510,1510,52,522
40517,229286,2000,,"Middle Ground","TRADITIONAL TAGGING",60,60,832,832,1,1440,1440,53,560
40517,229287,2000,,"Middle Ground","TRADITIONAL TAGGING",60,60,618,618,1,1260,1260,54,499
40517,229288,2000,,"Middle Ground","TRADITIONAL TAGGING",60,,,,13,,810,55,414
40517,229289,2000,,"Finlayson Channel","INLET STANDARDIZED",25,25,158,158,1,478,478,56,692
40517,229290,2000,,"Finlayson Channel","INLET STANDARDIZED",25,25,74,74,1,145,145,57,652
40517,229291,2000,,"Finlayson Channel","INLET STANDARDIZED",25,25,150,150,1,328,328,58,597
40517,229292,2000,,"Finlayson Channel","INLET STANDARDIZED",25,25,133,133,1,330,330,59,476
40517,229293,2000,,"Finlayson Channel","INLET STANDARDIZED",25,25,73,73,1,161,161,60,598
40517,229294,2000,,"Gil Island","INLET STANDARDIZED",25,25,249,249,1,581,581,61,542
40517,229295,2000,,"Gil Island","INLET STANDARDIZED",25,25,458,458,1,864,864,62,534
40517,229296,2000,,"Gil Island","INLET STANDARDIZED",25,25,475,475,1,1092,1092,63,620
40517,229297,2000,,"Gil Island","INLET STANDARDIZED",25,25,463,463,1,867,867,64,532
40517,229298,2000,,"Gil Island","INLET STANDARDIZED",25,24,452,452,12,762,762,65,465
40517,229299,2000,"D2","Cape St. James","OFFSHORE STANDARDIZED",23,22,109,109,1,314,314,66,505
40517,229300,2000,"D1","Cape St. James","OFFSHORE STANDARDIZED",24,24,49,49,1,157,157,67,309
40517,229301,2000,"D3","Cape St. James","OFFSHORE STANDARDIZED",24,24,74,74,1,211,211,68,796
40517,229302,2000,"D5","Cape St. James","OFFSHORE STANDARDIZED",23,23,8,8,1,28,28,69,1036
40517,229303,2000,"D4","Cape St. James","OFFSHORE STANDARDIZED",23,23,40,40,1,145,145,70,886
40517,229304,2000,,,"COMMERCIAL",30,,,,13,,570,71,479
40517,229305,2000,,"Cape St. James","TRADITIONAL TAGGING",60,60,436,436,1,1070,1070,72,463
40517,229306,2000,,,"COMMERCIAL",60,60,370,370,1,,,73,686
40517,229307,2000,,,"COMMERCIAL",60,60,638,638,1,,,74,672
40517,229308,2000,,,"COMMERCIAL",60,60,475,475,1,,,75,668
40517,229309,2000,,,"COMMERCIAL",15,15,90,90,1,,,76,634
40517,229310,2000,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,12,12,1,58,58,77,1325
40517,229311,2000,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,47,47,1,199,199,78,1272
40517,229312,2000,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,33,33,1,150,150,79,1338
40517,229313,2000,,"Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,18,18,1,73,73,80,1024
40517,229314,2000,,"Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,22,22,1,120,120,81,1157
40517,229315,2000,,"Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,10,10,1,51,51,82,1244
40517,229316,2000,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",16,16,98,98,1,282,282,83,560
40517,229317,2000,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",24,23,60,60,1,185,185,84,692
40517,229318,2000,"D1","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,14,14,1,50,50,85,352
40517,229319,2000,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,33,33,1,113,113,86,1026
40517,229320,2000,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,52,52,1,159,159,87,876
40517,229321,2000,,"Gowgaia Bay","TRADITIONAL TAGGING",62,62,504,504,1,1630,1630,88,688
40517,229322,2000,,"Tasu Sound","TRADITIONAL TAGGING",60,60,520,520,1,1740,1740,89,688
40517,229323,2000,,"Tasu Sound","TRADITIONAL TAGGING",60,60,644,644,1,2250,2250,90,690
40517,229324,2000,,"Tasu Sound","TRADITIONAL TAGGING",60,60,631,631,1,2340,2340,91,728
40517,229325,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,31,31,1,140,140,92,1268
40517,229326,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,64,64,1,295,295,93,1235
40517,229327,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,33,33,1,172,172,94,1279
40517,229328,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,15,15,1,75,75,95,1292
40517,229329,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,21,21,1,116,116,96,1285
40517,229330,2000,,"Tasu Sound-Marble Island","OFFSHORE STANDARDIZED",25,25,14,14,1,53,53,97,1219
40517,229331,2000,"D2","Buck Point","OFFSHORE STANDARDIZED",25,25,115,115,1,331,331,98,560
40517,229332,2000,"D3","Buck Point","OFFSHORE STANDARDIZED",25,25,30,30,1,74,74,99,736
40517,229333,2000,"D4","Buck Point","OFFSHORE STANDARDIZED",25,25,43,43,1,125,125,100,915
40517,229334,2000,"D5","Buck Point","OFFSHORE STANDARDIZED",25,25,31,31,1,99,99,101,1069
40517,229335,2000,,"Buck Point","TRADITIONAL TAGGING",60,60,595,595,1,1520,1520,102,677
40517,229336,2000,"D1","Buck Point","OFFSHORE STANDARDIZED",25,25,74,74,1,251,251,103,417
40517,229337,2000,,"Rennell Sound","TRADITIONAL TAGGING",60,60,497,497,1,1010,1010,104,578
40517,229338,2000,,"Rennell Sound","TRADITIONAL TAGGING",60,60,556,556,1,1050,1050,105,595
40517,229339,2000,,"Rennell Sound","TRADITIONAL TAGGING",60,60,703,703,1,1450,1450,106,649
40517,229340,2000,,"Kunakun Point","OFFSHORE STANDARDIZED",25,25,4,4,1,11,11,107,1325
40517,229341,2000,,"Kunakun Point","OFFSHORE STANDARDIZED",25,25,11,11,1,47,47,108,1234
40517,229342,2000,,"Kunakun Point","OFFSHORE STANDARDIZED",25,25,13,13,1,57,57,109,1204
40517,229343,2000,,"Rennell Sound","TRADITIONAL TAGGING",60,60,355,355,1,590,590,110,651
40517,229344,2000,,"Rennell Sound","TRADITIONAL TAGGING",60,60,413,413,1,720,720,111,648
40517,229345,2000,,"Hippa Island","TRADITIONAL TAGGING",60,60,358,358,1,940,940,112,563
40517,229346,2000,"D3","Hippa Island","OFFSHORE STANDARDIZED",25,25,49,49,1,139,139,113,731
40517,229347,2000,"D1","Hippa Island","OFFSHORE STANDARDIZED",25,25,39,39,1,118,118,114,386
40517,229348,2000,"D2","Hippa Island","OFFSHORE STANDARDIZED",25,25,61,61,1,242,242,115,635
40517,229349,2000,"D4","Hippa Island","OFFSHORE STANDARDIZED",25,25,35,35,1,127,127,116,936
40517,229350,2000,"D5","Hippa Island","OFFSHORE STANDARDIZED",25,25,13,13,1,50,50,117,1038
40517,229351,2000,"D5","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,11,11,1,44,44,118,1027
40517,229352,2000,"D4","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,30,30,1,104,104,119,490
40517,229353,2000,"D3","Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,32,32,1,86,86,120,714
40517,229354,2000,"D2","Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,45,45,1,117,117,121,514
40517,229355,2000,"D1","Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,64,64,1,234,234,122,397
40517,229356,2000,,"Langara Island-North Frederick","TRADITIONAL TAGGING",60,60,433,433,1,1140,1140,123,622
40517,229357,2000,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED",25,25,11,11,1,44,44,124,1147
40517,229358,2000,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,5,5,1,27,27,125,1200
40517,229359,2000,,"Langara Island-North Frederick","OFFSHORE STANDARDIZED",24,24,15,15,1,81,81,126,1213
40517,229360,2000,,"Portland Inlet","INLET STANDARDIZED",25,25,336,336,1,901,901,127,603
40517,229361,2000,,"Portland Inlet","INLET STANDARDIZED",25,25,199,199,1,514,514,128,621
40517,229362,2000,,"Portland Inlet","INLET STANDARDIZED",25,25,179,179,1,307,307,129,521
40517,229363,2000,,"Portland Inlet","INLET STANDARDIZED",25,25,26,26,1,44,44,130,477
40517,229364,2000,,"Portland Inlet","INLET STANDARDIZED",25,25,28,28,1,46,46,131,436
43233,257335,2001,,"Barkley Canyon","NO SET TYPE",40,,241,,12,,664,1,349
43233,257336,2001,,"Barkley Canyon","TRADITIONAL TAGGING",75,75,644,644,12,1855,1855,2,380
43233,257337,2001,,"Barkley Canyon","OFFSHORE STANDARDIZED",26,24,18,12,12,51.9,76.9,3,1538
43233,257338,2001,,"Barkley Canyon","OFFSHORE STANDARDIZED",25,22,20,20,12,83.1,83.1,4,1275
43233,257339,2001,,"Barkley Canyon","OFFSHORE STANDARDIZED",24,21,81,79,12,326.5,335.9,5,1244
43233,257340,2001,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,132,132,1,342.8,342.8,6,1068
43233,257341,2001,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,198,198,12,436.3,436.3,7,979
43233,257342,2001,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,66,66,1,142.6,142.6,8,748
43233,257343,2001,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,4,4,1,9.4,9.4,9,435
43233,257344,2001,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",25,25,16,16,1,38.3,38.3,10,545
43233,257345,2001,,"Father Charles Canyon","TRADITIONAL TAGGING",68,68,355,355,12,729,729,11,551
43233,257346,2001,,"Father Charles Canyon","TRADITIONAL TAGGING",68,68,593,593,12,1211,1211,12,560
43233,257347,2001,,"Father Charles Canyon","TRADITIONAL TAGGING",68,68,483,483,12,1089,1089,13,540
43233,257348,2001,,"Father Charles Canyon","TRADITIONAL TAGGING",70,70,481,481,12,941,941,14,576
43233,257349,2001,,"Estevan Point","TRADITIONAL TAGGING",70,70,546,546,12,1327,1327,15,465
43233,257350,2001,,"Estevan Point","TRADITIONAL TAGGING",70,70,726,726,12,1708,1708,16,496
43233,257351,2001,,"Estevan Point","TRADITIONAL TAGGING",70,70,733,733,12,1496,1496,17,585
43233,257352,2001,,"Estevan Point","TRADITIONAL TAGGING",70,70,805,805,12,1637,1637,18,536
43233,257353,2001,,"N.Esperanza Canyon","NO SET TYPE",40,,66,,1,,190.1,19,496
43233,257354,2001,,"N.Esperanza Canyon","NO SET TYPE",40,,187,,1,,433.5,20,547
43233,257355,2001,,"Esperanza Inlet","TRADITIONAL TAGGING",70,70,306,306,12,870,870,21,518
43233,257356,2001,,"Esperanza Inlet","OFFSHORE STANDARDIZED",26,22,1,1,12,3.6,3.6,22,1677
43233,257357,2001,,"Esperanza Inlet","OFFSHORE STANDARDIZED",24,21,3,2,12,6,7.9,23,1379
43233,257358,2001,,"Esperanza Inlet","OFFSHORE STANDARDIZED",24,24,42,42,1,115.4,115.4,24,1161
43233,257359,2001,"D5","Esperanza Inlet","OFFSHORE STANDARDIZED",21,21,101,101,1,241.4,241.4,25,1086
43233,257360,2001,"D4","Esperanza Inlet","OFFSHORE STANDARDIZED",23,23,22,22,1,50.3,50.3,26,929
43233,257361,2001,"D3","Esperanza Inlet","OFFSHORE STANDARDIZED",26,26,21,21,1,41.7,41.7,27,708
43233,257362,2001,"D2","Esperanza Inlet","OFFSHORE STANDARDIZED",25,21,6,6,12,18.7,18.7,28,567
43233,257363,2001,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",25,25,42,42,1,145.9,145.9,29,382
43233,257364,2001,"D3","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,144,144,1,298.9,298.9,30,728
43233,257365,2001,"D4","Quatsino Sound","OFFSHORE STANDARDIZED",26,25,147,147,12,264.3,264.3,31,849
43233,257366,2001,"D5","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,41,41,1,82.2,82.2,32,1064
43233,257367,2001,"D2","Quatsino Sound","OFFSHORE STANDARDIZED",25,25,22,22,1,55.1,55.1,33,512
43233,257368,2001,"D1","Quatsino Sound","OFFSHORE STANDARDIZED",25,21,35,33,12,96.4,104.7,34,360
43233,257369,2001,,"Quatsino Sound","TRADITIONAL TAGGING",67,67,473,473,12,1007,1007,35,649
43233,257370,2001,,"Quatsino Sound","OFFSHORE STANDARDIZED",25,25,38,38,1,133.2,133.2,36,1229
43233,257371,2001,,"Quatsino Sound","OFFSHORE STANDARDIZED",26,26,18,18,1,71,71,37,1322
43233,257372,2001,,"Quatsino Sound","OFFSHORE STANDARDIZED",25,25,12,12,1,48.8,48.8,38,1575
43233,257373,2001,,"Pisces Canyon","TRADITIONAL TAGGING",70,70,281,281,12,638,638,39,679
43233,257374,2001,,"Pisces Canyon","TRADITIONAL TAGGING",70,70,390,390,12,1053,1053,40,580
43233,257375,2001,,"Pisces Canyon","TRADITIONAL TAGGING",70,70,446,446,12,1194,1194,41,591
43233,257376,2001,,"Pisces Canyon","TRADITIONAL TAGGING",70,70,139,139,12,333,333,42,609
43233,257377,2001,,"South Scott Islands","NO SET TYPE",42,,183,,12,,688.5,43,527
43233,257378,2001,,"South Triangle Island","NO SET TYPE",39,,263,,12,,877.7,44,472
43233,257379,2001,,"Triangle Island","TRADITIONAL TAGGING",70,70,504,504,12,1395,1395,45,487
43233,257380,2001,"D5","Triangle Island","OFFSHORE STANDARDIZED",27,27,12,12,1,41.3,41.3,46,1079
43233,257381,2001,"D4","Triangle Island","OFFSHORE STANDARDIZED",25,25,14,14,1,44.5,44.5,47,920
43233,257382,2001,"D3","Triangle Island","OFFSHORE STANDARDIZED",25,23,13,11,12,25.6,29,48,746
43233,257383,2001,"D2","Triangle Island","OFFSHORE STANDARDIZED",25,23,18,18,12,47.4,47.4,49,571
43233,257384,2001,"D1","Triangle Island","OFFSHORE STANDARDIZED",25,25,24,24,1,83.6,83.6,50,377
43233,257385,2001,,"Middle Ground","TRADITIONAL TAGGING",70,70,586,586,12,1225,1225,51,508
43233,257386,2001,,"Middle Ground","TRADITIONAL TAGGING",70,70,875,875,12,1762,1762,52,530
43233,257387,2001,,"Middle Ground","TRADITIONAL TAGGING",70,70,961,961,12,1939,1939,53,521
43233,257388,2001,,"Middle Ground","TRADITIONAL TAGGING",70,70,790,790,12,13,13,54,448
43233,257389,2001,,"Cape St. James","NO SET TYPE",40,,70,,12,,198.8,55,444
43233,257390,2001,,"Cape St. James","TRADITIONAL TAGGING",70,70,552,552,12,1381,1381,56,479
43233,257391,2001,"D4","Cape St. James","OFFSHORE STANDARDIZED",25,23,4,4,12,11.3,11.3,57,949
43233,257392,2001,"D3","Cape St. James","OFFSHORE STANDARDIZED",25,25,16,16,1,37.3,37.3,58,728
43233,257393,2001,"D5","Cape St. James","OFFSHORE STANDARDIZED",27,27,3,3,1,11.3,11.3,59,1046
43233,257394,2001,"D2","Cape St. James","OFFSHORE STANDARDIZED",25,25,68,68,1,162.7,162.7,60,554
43233,257395,2001,"D1","Cape St. James","OFFSHORE STANDARDIZED",25,24,26,26,12,75.4,75.4,61,340
43233,257396,2001,,"Flamingo Inlet","NO SET TYPE",40,,113,,12,,357.9,62,697
43233,257397,2001,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,5,5,1,21.1,21.1,63,1141
43233,257398,2001,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,16,16,1,63,63,64,1202
43233,257399,2001,,"Flamingo Inlet","OFFSHORE STANDARDIZED",25,25,3,3,1,16.4,16.4,65,1189
43233,257400,2001,"D4","Gowgaia Bay","OFFSHORE STANDARDIZED",25,,1,,13,,2.2,66,885
43233,257401,2001,,"Gowgaia Bay","TRADITIONAL TAGGING",70,70,87,87,12,251,251,67,578
43233,257402,2001,"D5","Gowgaia Bay","OFFSHORE STANDARDIZED",26,26,9,9,1,25.2,25.2,68,1021
43233,257403,2001,"D1","Gowgaia Bay","OFFSHORE STANDARDIZED",25,25,9,9,1,23.6,23.6,69,357
43233,257404,2001,"D3","Gowgaia Bay","OFFSHORE STANDARDIZED",26,26,18,18,1,57.2,57.2,70,697
43233,257405,2001,"D2","Gowgaia Bay","OFFSHORE STANDARDIZED",24,24,10,10,1,32.3,32.3,71,497
43233,257406,2001,,"Gowgaia Bay","OFFSHORE STANDARDIZED",26,26,14,14,1,64.2,64.2,72,1227
