"Year","trip","Sets","Avgtemp","Mintemp","Maxtemp","depth_stratum","lat"
2017,82790,40,6.9888,6.8535,7.1327,"RD1       ",51
2018,84250,83,4.6664,4.3618,5.0488,"RD2       ",52
2020,85690,64,2.868,2.7583,3.0694,"RD3       ",53
2011,72067,69,2.946,2.7081,3.3329,"RD3       ",51
2016,80471,47,4.8401,3.7831,30.577,"RD2       ",51
2011,72067,58,6.1045,6.0828,6.1256,"RD1       ",51
2015,77830,15,5.6634,5.38,6.05,"RD1       ",48
2018,84250,97,3.7034,3.5231,3.8876,"RD3       ",53
2006,62666,87,4.2008,4.0344,4.4108,"RD2       ",54
2006,62666,46,6.483,6.4332,6.5353,"RD1       ",51
2009,69067,117,5.8548,5.7727,5.9765,"RD1       ",53
2015,77830,81,3.6776,3.54,3.8,"RD3       ",53
2007,65106,3,4.2042,4.1148,4.4041,"RD3       ",48
2018,84250,107,3.0895,2.9965,3.2144,"RD3       ",54
2015,77830,6,4.233,4.01,4.62,"RD2       ",48
2009,69067,84,5.986,5.5467,6.2485,"RD1       ",52
2012,73190,38,4.1302,3.8444,4.3387,"RD2       ",49
2013,74872,79,5.92,5.801,6.2999,"RD1       ",53
2018,84250,19,7.0766,7.0067,7.1862,"RD1       ",49
2016,80471,30,7.019,6.442,7.4553,"RD1       ",50
2012,73190,72,2.7599,2.6089,2.8684,"RD3       ",51
2011,72067,39,3.5036,3.319,3.7283,"RD3       ",50
2014,76150,48,3.7202,3.4169,3.9396,"RD3       ",51
2016,80471,17,5.3201,5.0549,5.7203,"RD2       ",49
2007,65106,9,5.062,4.9416,5.2545,"RD2       ",48
2020,85690,59,5.8225,5.4671,6.0154,"RD1       ",52
2016,80471,109,4.412,4.221,4.6648,"RD2       ",52
2009,69067,28,3.1278,3.0793,3.1478,"RD3       ",49
2014,76150,34,6.3717,5.9266,6.9989,"RD1       ",50
2006,62666,26,3.2908,3.1954,3.447,"RD3       ",49
2018,84250,73,6.519,6.0375,7.0329,"RD1       ",52
2011,72067,95,5.7372,5.399,6.1059,"RD1       ",53
2012,73190,45,4.7233,4.5117,5.1677,"RD2       ",50
2020,85690,33,3.3472,3.2436,3.4669,"RD3       ",50
2012,73190,115,5.6302,5.3704,5.689,"RD1       ",54
2009,69067,10,6.2719,5.8716,6.5819,"RD1       ",48
2009,69067,131,4.9899,4.6743,5.5862,"RD2       ",54
2006,62666,15,3.8618,3.7771,3.9438,"RD3       ",48
2011,72067,36,2.8403,2.6872,3.0625,"RD3       ",50
2011,72067,62,3.7398,3.571,4.0048,"RD2       ",51
2016,80471,1,5.2468,4.8529,5.7894,"RD2       ",48
2015,77830,64,3.1028,2.97,3.3,"RD3       ",52
2009,69067,101,2.84,2.7564,2.901,"RD3       ",52
2011,72067,89,3.9472,3.8411,4.1389,"RD2       ",53
2017,82790,50,3.2832,3.1968,3.3956,"RD3       ",51
2020,85690,84,5.1131,4.6834,5.4916,"RD2       ",51
2020,85690,18,5.6567,5.524,5.8092,"RD1       ",49
2017,82790,22,6.8634,6.7865,7.0095,"RD1       ",49
2006,62666,69,6.4013,6.0802,6.687,"RD1       ",52
2019,85230,72,4.2533,4.0737,4.4786,"RD2       ",53
2008,67007,93,4.0561,3.6996,4.3444,"RD2       ",52
2012,73190,18,3.0473,2.963,3.0919,"RD3       ",48
2010,70787,48,6.339,6.2654,12.2325,"RD1       ",50
2018,84250,3,4.6705,4.4819,4.9875,"RD2       ",48
2013,74872,25,4.3713,4.1869,4.5506,"RD2       ",49
2016,80471,90,7.2958,7.0862,7.5114,"RD1       ",53
2011,72067,15,3.4579,3.3753,3.6022,"RD3       ",48
2010,70787,121,4.8124,4.6308,4.9752,"RD2       ",53
2014,76150,10,5.9946,5.4456,6.4132,"RD1       ",48
2013,74872,17,5.6249,5.396,5.8802,"RD1       ",48
2015,77830,33,4.8499,4.72,5,"RD2       ",50
2014,76150,54,5.9984,5.7886,6.3732,"RD1       ",51
2012,73190,65,4.749,4.3747,5.1314,"RD2       ",51
2010,70787,51,4.9618,4.5867,5.1854,"RD2       ",50
2007,65106,42,6.0742,5.767,6.6842,"RD1       ",50
2015,77830,3,3.6233,3.56,3.7,"RD3       ",48
2012,73190,96,2.5464,2.4653,2.6959,"RD3       ",53
2009,69067,65,2.9845,2.8488,3.1621,"RD3       ",51
2008,67007,50,3.0608,2.8724,3.249,"RD3       ",50
2009,69067,88,3.0349,2.8646,3.2619,"RD3       ",52
2011,72067,76,2.8209,2.6923,3.0345,"RD3       ",52
2015,77830,5,6.1116,5.77,6.36,"RD1       ",48
2015,77830,63,5.8279,5.48,6.13,"RD1       ",52
2010,70787,2,3.5858,3.5348,3.657,"RD3       ",48
2012,73190,54,6.429,6.2062,6.7086,"RD1       ",50
2020,85690,35,6.5215,6.212,6.7076,"RD1       ",50
2018,84250,12,4.7601,4.6242,4.9321,"RD2       ",48
2008,67007,76,4.8362,4.41,5.6656,"RD2       ",51
2013,74872,86,4.3828,4.1571,4.661,"RD2       ",53
2013,74872,59,4.1642,3.9415,4.4065,"RD2       ",52
2017,82790,16,6.9847,6.8942,7.0284,"RD1       ",49
2009,69067,21,2.6294,2.6244,2.6356,"RD3       ",48
2017,82790,20,2.7679,2.7379,2.8051,"RD3       ",49
2018,84250,66,7.0492,6.9671,7.1194,"RD1       ",51
2012,73190,21,4.5267,4.3663,4.7129,"RD2       ",48
2018,84250,33,7.2259,7.2049,7.2522,"RD1       ",50
2015,77830,87,2.9397,2.9,2.99,"RD3       ",53
2012,73190,14,6.3298,6.0833,6.769,"RD1       ",48
2018,84250,23,4.5519,4.3729,4.7486,"RD2       ",49
2016,80471,8,2.6852,2.6402,2.7562,"RD3       ",48
2011,72067,106,3.0833,2.9976,3.1744,"RD3       ",54
2017,82790,6,3.1707,3.1557,3.207,"RD3       ",48
2012,73190,74,5.4461,4.6003,5.8231,"RD1       ",51
2008,67007,13,2.9359,2.8212,3.0706,"RD3       ",48
2015,77830,26,3.8382,3.75,3.96,"RD3       ",49
2014,76150,65,3.9075,3.6586,4.1453,"RD2       ",52
2018,84250,96,5.3379,5.031,5.7271,"RD1       ",53
2009,69067,14,2.7062,2.6489,2.7568,"RD3       ",48
2013,74872,45,6.0003,5.9378,6.0841,"RD1       ",51
2015,77830,30,3.1209,2.87,3.23,"RD3       ",50
2020,85690,25,4.3623,4.2018,4.5025,"RD2       ",49
2019,85230,32,3.2782,3.1454,3.4628,"RD3       ",50
2012,73190,112,5.3089,5.1072,5.6314,"RD1       ",54
2010,70787,18,5.0485,4.909,5.3131,"RD2       ",49
2016,80471,37,6.9881,6.6935,7.4055,"RD1       ",50
2011,72067,21,5.3907,4.9277,5.926,"RD1       ",48
2015,77830,12,5.299,5,5.59,"RD2       ",48
2014,76150,38,7.1576,7.127,7.1797,"RD1       ",51
2010,70787,127,5.6503,5.4621,6.0443,"RD1       ",53
2012,73190,56,2.8453,2.7848,2.9253,"RD3       ",51
2020,85690,2,3.7559,3.6376,3.8685,"RD3       ",48
2006,62666,53,3.7948,3.4944,4.029,"RD3       ",51
2006,62666,45,6.722,6.6873,6.7752,"RD1       ",50
2012,73190,98,5.3798,5.3601,5.3996,"RD1       ",53
2019,85230,17,6.8249,6.7883,6.8852,"RD1       ",49
2019,85230,45,6.1319,5.8849,6.657,"RD1       ",51
2015,77830,9,2.854,2.83,2.89,"RD3       ",48
2019,85230,67,5.0087,4.8534,5.3286,"RD1       ",51
2010,70787,21,6.5856,6.5071,6.6775,"RD1       ",49
2020,85690,22,4.0079,3.8289,4.111,"RD2       ",49
2011,72067,112,5.7955,5.5869,5.9476,"RD1       ",54
2008,67007,63,4.0622,3.7201,4.4556,"RD2       ",51
2015,77830,83,6.6136,6.4,6.82,"RD1       ",53
2020,85690,76,6.1513,6.0339,6.2462,"RD1       ",53
2007,65106,39,6.7793,6.7492,6.8169,"RD1       ",50
2008,67007,126,2.8493,2.8152,2.8994,"RD3       ",53
2011,72067,31,5.2425,4.9914,5.4703,"RD1       ",49
2015,77830,90,4.447,4.2,4.68,"RD2       ",54
2011,72067,56,3.4677,3.358,3.5729,"RD3       ",51
2018,84250,90,3.7699,3.6187,3.9061,"RD2       ",53
2019,85230,89,5.7811,5.6562,6.0251,"RD1       ",54
2020,85690,53,4.1397,3.9377,4.3762,"RD2       ",52
2016,80471,97,3.7899,3.6492,3.8856,"RD2       ",53
2012,73190,58,5.982,5.6718,6.2216,"RD1       ",51
2007,65106,83,3.6103,3.4619,3.7613,"RD2       ",53
2020,85690,57,2.5528,2.5143,2.6267,"RD3       ",52
2009,69067,47,7.1298,7.1213,7.1524,"RD1       ",50
2009,69067,74,4.3779,3.781,4.8478,"RD2       ",51
2006,62666,80,3.7277,3.5365,3.9103,"RD2       ",53
2006,62666,74,3.536,3.4711,3.6026,"RD3       ",53
2016,80471,41,3.2397,2.8908,3.5692,"RD3       ",51
2007,65106,73,3.5343,3.3294,3.6552,"RD3       ",52
2017,82790,74,4.3088,4.1653,4.5058,"RD2       ",53
2006,62666,77,3.1201,2.9558,3.2246,"RD3       ",53
2010,70787,98,4.296,4.0269,4.7143,"RD2       ",52
2017,82790,53,3.8467,3.3139,4.1889,"RD3       ",51
2009,69067,7,6.1343,6.0067,6.2645,"RD1       ",48
2009,69067,94,5.7343,5.4548,5.9391,"RD1       ",52
2006,62666,95,5.1381,4.7635,5.6001,"RD2       ",52
2012,73190,82,5.1625,4.8552,5.6291,"RD2       ",52
2018,84250,9,4.6042,4.0658,5.1444,"RD2       ",48
2008,67007,16,2.6468,2.6296,2.6808,"RD3       ",48
2012,73190,39,2.9268,2.7325,3.0932,"RD3       ",50
2006,62666,63,6.1424,5.9417,6.4986,"RD1       ",52
2006,62666,5,7.0854,7.0415,7.1142,"RD1       ",48
2018,84250,36,4.989,4.2745,5.7531,"RD2       ",50
2015,77830,56,7.0488,6.93,7.15,"RD1       ",51
2019,85230,14,4.8662,4.6897,5.1844,"RD2       ",48
2008,67007,26,6.867,6.6979,7.0701,"RD1       ",49
2013,74872,5,4.9314,4.6768,5.0728,"RD2       ",48
2018,84250,53,5.9681,5.8077,6.1443,"RD1       ",51
2014,76150,78,4.7121,4.5549,4.9638,"RD2       ",53
2011,72067,93,3.5738,3.45,3.6686,"RD3       ",53
2013,74872,29,2.9044,2.8011,3.0045,"RD3       ",50
2018,84250,65,7.3723,7.3541,7.3917,"RD1       ",50
2016,80471,94,4.3584,4.231,4.6311,"RD2       ",53
2008,67007,70,3.3819,2.8896,4.0872,"RD3       ",51
2013,74872,73,2.7085,2.6042,2.8002,"RD3       ",53
2009,69067,48,3.7859,3.6256,3.9495,"RD3       ",50
2017,82790,59,6.3999,6.2165,6.6133,"RD1       ",51
2018,84250,93,5.7816,5.6376,5.9848,"RD1       ",53
2011,72067,28,4.1565,4.0297,4.348,"RD2       ",49
2014,76150,17,4.273,4.1002,4.4627,"RD2       ",49
2017,82790,9,5.0655,5.0231,5.1505,"RD2       ",48
2009,69067,31,4.8698,4.4383,5.2129,"RD2       ",49
2019,85230,35,3.8637,3.6857,4.1512,"RD3       ",50
2018,84250,86,2.5137,2.4717,2.5997,"RD3       ",52
2010,70787,23,2.996,2.8905,3.1015,"RD3       ",49
2013,74872,12,4.2146,4.0938,4.3929,"RD2       ",48
2018,84250,82,4.3238,4.1116,4.5854,"RD2       ",52
2016,80471,13,2.724,2.6946,2.9876,"RD3       ",48
2007,65106,29,3.3601,3.048,3.6453,"RD3       ",50
2020,85690,56,2.7722,2.6691,2.9159,"RD3       ",52
2007,65106,14,5.5284,5.1469,5.8786,"RD2       ",48
2010,70787,40,5.6438,5.367,5.8878,"RD1       ",50
2020,85690,27,3.784,3.5053,3.9311,"RD3       ",49
2010,70787,103,5.7737,5.2963,6.3389,"RD1       ",53
2009,69067,126,5.8551,5.6123,5.9783,"RD1       ",54
2012,73190,79,5.141,4.3319,5.8339,"RD2       ",51
2011,72067,57,6.3004,6.2242,6.3673,"RD1       ",51
2009,69067,39,7.0782,6.975,7.1706,"RD1       ",50
2013,74872,9,6.1984,5.9995,6.4947,"RD1       ",48
2006,62666,51,3.4104,3.1647,3.6591,"RD3       ",51
2014,76150,5,5.2357,4.9998,5.3807,"RD2       ",48
2009,69067,129,4.8527,4.6304,5.2575,"RD2       ",54
2006,62666,4,4.6317,4.4433,4.8004,"RD2       ",48
2011,72067,10,2.8686,2.8113,2.9637,"RD3       ",48
2008,67007,115,4.6724,4.4252,4.8276,"RD2       ",53
2018,84250,75,3.6541,3.1567,3.9794,"RD3       ",52
2010,70787,42,5.0904,4.698,5.3977,"RD2       ",49
2006,62666,40,6.918,6.9071,6.9411,"RD1       ",50
2014,76150,9,3.5288,3.4122,3.6709,"RD3       ",48
2006,62666,75,4.0631,3.9095,4.1514,"RD2       ",53
2009,69067,64,3.7445,3.6366,3.8477,"RD2       ",51
2014,76150,24,4.4603,4.3186,4.6302,"RD2       ",49
2015,77830,67,3.5883,3.42,3.73,"RD3       ",52
2013,74872,8,3.2421,3.1892,3.2884,"RD3       ",48
2008,67007,96,6.174,5.9191,6.8766,"RD1       ",52
2018,84250,76,4.4496,4.0003,4.7281,"RD2       ",52
2006,62666,49,4.3001,4.1477,4.5138,"RD2       ",51
2016,80471,23,5.0508,4.8034,5.3271,"RD2       ",49
2019,85230,21,4.3771,3.9609,4.863,"RD2       ",49
2007,65106,66,5.6425,5.3011,5.9258,"RD1       ",52
2013,74872,32,6.7048,6.6961,6.7162,"RD1       ",50
2020,85690,28,3.9224,3.6974,4.1006,"RD2       ",49
2011,72067,2,4.7124,4.5478,4.8834,"RD2       ",48
2010,70787,81,6.282,5.9955,7.2525,"RD1       ",52
2017,82790,43,6.7371,6.5277,6.816,"RD1       ",51
2015,77830,53,3.7929,3.56,4.07,"RD3       ",51
2014,76150,57,5.9014,5.4726,6.1694,"RD1       ",51
2014,76150,64,5.534,4.998,6.2896,"RD1       ",52
2013,74872,14,5.9374,5.4944,6.3663,"RD1       ",48
2012,73190,85,6.4599,6.1737,7.0078,"RD1       ",52
2017,82790,36,4.2188,3.9558,4.5729,"RD2       ",50
2008,67007,80,4.8087,4.4959,5.4665,"RD2       ",52
2020,85690,77,5.3897,5.2839,5.541,"RD1       ",54
2019,85230,34,6.832,5.865,7.1058,"RD1       ",50
2009,69067,100,6.3495,6.0338,6.6704,"RD1       ",52
2020,85690,46,4.1104,4.0072,4.2704,"RD2       ",51
2012,73190,68,5.9504,5.8644,6.0491,"RD1       ",51
2007,65106,94,2.444,2.3114,2.6705,"RD3       ",54
2011,72067,102,4.6279,4.3879,4.8554,"RD2       ",53
2020,85690,70,3.2782,3.034,3.6489,"RD3       ",53
2016,80471,93,4.269,4.1273,4.5728,"RD1       ",52
2019,85230,7,5.4019,4.9225,5.7993,"RD1       ",48
2017,82790,3,3.4588,3.4466,3.4983,"RD3       ",48
2015,77830,19,7.4585,7.41,7.53,"RD1       ",49
2006,62666,73,2.9074,2.7739,3.1332,"RD3       ",52
2015,77830,29,4.0915,3.85,4.23,"RD2       ",49
2014,76150,21,3.8374,3.6424,3.994,"RD3       ",49
2020,85690,12,3.6459,3.5341,3.7942,"RD3       ",48
2018,84250,26,4.1844,4.0609,4.3564,"RD2       ",49
2013,74872,2,3.4151,3.3183,3.4987,"RD3       ",48
2007,65106,50,2.6237,2.4962,2.7767,"RD3       ",51
2013,74872,55,4.9131,4.7412,5.2225,"RD2       ",51
2011,72067,48,4.8635,4.6335,5.1232,"RD2       ",50
2011,72067,82,3.5011,3.3492,3.6611,"RD3       ",52
2008,67007,90,3.6061,3.4161,3.8532,"RD3       ",52
2007,65106,87,3.4618,3.3541,3.6519,"RD3       ",53
2008,67007,116,4.3909,4.2465,4.5642,"RD2       ",53
2020,85690,5,6.2046,5.9726,6.5283,"RD1       ",48
2019,85230,79,4.1225,3.8833,4.3261,"RD2       ",53
2015,77830,60,4.6797,4.35,5.44,"RD2       ",52
2006,62666,32,3.7204,3.6042,3.9294,"RD3       ",49
2018,84250,110,6.4042,6.373,6.4423,"RD1       ",54
2010,70787,31,4.4386,4.2622,4.6682,"RD2       ",49
2011,72067,75,5.5421,5.2228,5.9528,"RD1       ",52
2007,65106,97,4.3233,4.1546,4.4782,"RD2       ",54
2009,69067,17,6.844,6.6245,6.9625,"RD1       ",48
2014,76150,27,6.9113,6.4968,7.205,"RD1       ",49
2012,73190,71,6.1195,6.0755,6.1646,"RD1       ",51
2011,72067,79,4.1058,3.8132,4.542,"RD2       ",52
2017,82790,70,4.924,4.5044,5.2561,"RD1       ",53
2013,74872,52,2.8593,2.5541,3.1353,"RD3       ",51
2010,70787,41,5.5895,5.3038,5.8381,"RD1       ",50
2012,73190,62,4.4673,4.1505,4.8032,"RD2       ",51
2015,77830,74,4.0325,3.77,4.39,"RD2       ",53
2019,85230,30,5.9764,5.5438,6.4617,"RD1       ",49
2011,72067,46,6.7214,6.6785,6.8208,"RD1       ",50
2009,69067,56,5.8049,5.4973,6.6115,"RD1       ",51
2020,85690,40,6.3584,6.2162,6.5932,"RD1       ",50
2009,69067,19,4.8564,4.6528,5.1115,"RD2       ",48
2013,74872,64,3.9419,3.7981,4.112,"RD2       ",52
2017,82790,89,5.6045,4.639,6.3541,"RD1       ",54
2007,65106,51,4.135,3.7535,4.7422,"RD2       ",51
2013,74872,84,4.5016,4.3405,4.6872,"RD2       ",53
2018,84250,24,4.4496,4.3224,4.6371,"RD2       ",49
2015,77830,85,5.8946,5.76,6.07,"RD1       ",54
2012,73190,49,6.6865,6.5839,6.7723,"RD1       ",50
2013,74872,47,5.4137,5.0459,5.8943,"RD1       ",51
2014,76150,66,5.1866,4.6638,5.7747,"RD2       ",52
2011,72067,30,4.7659,4.6202,4.9318,"RD2       ",49
2012,73190,76,5.5428,5.5168,5.5847,"RD1       ",51
2020,85690,13,4.964,4.7099,5.2603,"RD2       ",48
2013,74872,50,4.9582,4.6367,5.2782,"RD2       ",51
2006,62666,37,7.0302,6.9767,7.0685,"RD1       ",50
2018,84250,61,4.5641,4.1278,4.9809,"RD2       ",51
2014,76150,73,3.4233,3.3116,3.5357,"RD3       ",52
2015,77830,17,7.272,6.95,7.53,"RD1       ",49
2011,72067,61,3.4838,3.2778,3.8606,"RD3       ",51
2010,70787,86,3.541,3.2497,3.8149,"RD3       ",52
2016,80471,44,3.44,3.2711,3.5846,"RD3       ",51
2008,67007,122,2.8242,2.519,3.1595,"RD3       ",53
2020,85690,60,4.1884,3.8562,4.5934,"RD2       ",52
2013,74872,56,3.9187,3.5646,4.1357,"RD3       ",51
2018,84250,28,4.4134,4.0946,4.8996,"RD2       ",49
2012,73190,70,6.1507,6.0869,6.1932,"RD1       ",51
2018,84250,84,2.6496,2.5872,2.7793,"RD3       ",52
2014,76150,56,5.9383,4.7992,6.5472,"RD1       ",51
2009,69067,81,4.2735,3.8051,5.0632,"RD2       ",51
2010,70787,126,5.0047,4.7189,5.3128,"RD1       ",53
2011,72067,29,4.4468,4.1949,4.6898,"RD2       ",49
2016,80471,43,7.4197,6.3496,21.9733,"RD1       ",51
2015,77830,23,5.4685,5.2,5.71,"RD1       ",49
2008,67007,85,3.9849,3.8112,4.1635,"RD2       ",51
2006,62666,35,3.3236,3.0684,3.5319,"RD3       ",50
2006,62666,47,6.2702,6.2311,6.2859,"RD1       ",51
2013,74872,34,4.5056,4.308,4.671,"RD2       ",50
2015,77830,89,5.7389,5.29,6.52,"RD1       ",54
2020,85690,63,2.9702,2.8763,3.1348,"RD3       ",53
2009,69067,134,2.7834,2.6354,2.9034,"RD3       ",54
2015,77830,66,4.3986,4.17,4.7,"RD2       ",52
2010,70787,89,3.5881,3.4498,3.8721,"RD3       ",52
2008,67007,4,4.7718,4.6197,4.9813,"RD2       ",48
2015,77830,54,4.1733,3.86,4.57,"RD2       ",51
2019,85230,43,3.7845,3.3841,4.3317,"RD3       ",51
2006,62666,2,3.8367,3.7702,3.9265,"RD3       ",48
2017,82790,44,5.1956,4.9623,5.4557,"RD2       ",51
2015,77830,38,7.46,7.43,7.51,"RD1       ",50
2013,74872,80,5.3001,5.1187,5.5879,"RD1       ",53
2019,85230,88,5.9998,5.8386,6.2367,"RD1       ",54
2018,84250,89,3.7256,3.4223,4.0428,"RD2       ",53
2016,80471,84,2.7321,2.6211,2.8221,"RD3       ",53
2019,85230,83,3.3317,3.2338,3.4718,"RD3       ",53
2010,70787,64,5.7865,5.7051,5.9683,"RD1       ",51
2017,82790,51,3.2855,3.1056,3.4996,"RD3       ",51
2008,67007,66,2.5575,2.4704,2.7964,"RD3       ",51
2012,73190,104,4.7264,4.4966,4.9933,"RD2       ",53
2012,73190,87,5.7756,5.4338,6.2638,"RD1       ",52
2009,69067,85,4.8611,4.3087,5.8774,"RD1       ",52
2010,70787,32,5.8125,5.461,6.2447,"RD1       ",49
2013,74872,36,4.4633,4.246,4.8106,"RD2       ",50
2008,67007,77,6.1337,5.9785,6.2167,"RD1       ",51
2019,85230,56,5.0803,4.5719,6.7169,"RD1       ",52
2017,82790,19,3.0672,3.0206,3.1405,"RD3       ",49
2016,80471,98,5.3174,4.8329,5.9594,"RD1       ",53
2020,85690,43,6.2175,6.144,6.3053,"RD1       ",51
2018,84250,57,4.4417,4.2629,4.8611,"RD2       ",51
2011,72067,104,4.676,4.5253,4.8277,"RD2       ",53
2006,62666,91,5.3227,5.1566,5.6136,"RD1       ",54
2017,82790,13,4.2549,4.0479,4.5741,"RD2       ",48
2009,69067,5,4.4523,4.2817,4.5589,"RD2       ",48
2007,65106,63,5.3375,4.7835,5.5356,"RD1       ",51
2020,85690,67,4.0785,3.8378,4.2375,"RD2       ",53
2009,69067,68,3.3844,3.2238,3.5468,"RD3       ",51
2009,69067,98,2.6256,2.5281,2.7628,"RD3       ",52
2006,62666,70,6.1892,6.1074,6.322,"RD1       ",53
2019,85230,18,4.3309,4.1292,4.6264,"RD2       ",49
2019,85230,75,4.3862,4.1533,4.7394,"RD2       ",53
2011,72067,5,3.6403,3.5432,3.7494,"RD3       ",48
2019,85230,1,4.3359,4.168,4.4846,"RD2       ",48
2017,82790,63,4.5022,4.2282,4.751,"RD2       ",52
2010,70787,28,3.5518,3.5157,3.6591,"RD3       ",49
2015,77830,80,4.6019,4.46,4.78,"RD2       ",53
2011,72067,52,6.2369,6.1754,6.3206,"RD1       ",51
2006,62666,12,3.047,2.9707,3.1763,"RD3       ",48
2007,65106,12,6.0558,5.6228,6.4519,"RD1       ",48
2008,67007,60,4.4004,3.8562,4.8726,"RD2       ",51
2008,67007,23,6.5496,6.2331,6.9777,"RD1       ",49
2014,76150,75,6.2355,5.9215,6.4711,"RD1       ",53
2016,80471,106,2.9514,2.8156,3.1181,"RD3       ",52
2015,77830,77,4.2512,4.03,4.38,"RD2       ",53
2012,73190,66,4.7645,4.4313,5.0115,"RD2       ",51
2006,62666,76,4.2543,4.0602,4.4017,"RD2       ",53
2020,85690,26,4.3397,4.1222,4.5093,"RD2       ",49
2016,80471,105,5.4712,4.9719,6.2502,"RD1       ",52
2018,84250,20,4.7221,4.4222,4.94,"RD2       ",49
2006,62666,88,4.8389,4.6147,5.1389,"RD2       ",54
2020,85690,10,6.8907,6.7815,6.9979,"RD1       ",48
2010,70787,25,5.8641,5.6539,6.1411,"RD1       ",49
2015,77830,4,3.1976,3.15,3.29,"RD3       ",48
2019,85230,38,6.7765,6.6491,6.9422,"RD1       ",50
2013,74872,85,3.4016,3.23,3.645,"RD3       ",53
2013,74872,51,4.0655,3.9456,4.1974,"RD2       ",51
2010,70787,97,5.388,4.8516,6.0219,"RD1       ",52
2006,62666,62,3.5748,3.1779,4.9735,"RD3       ",51
2013,74872,57,5.3894,4.9228,5.6819,"RD1       ",51
2010,70787,125,5.3533,5.2421,5.4968,"RD1       ",53
2014,76150,67,5.094,4.8323,5.5979,"RD2       ",52
2012,73190,1,3.8076,3.7324,3.8637,"RD3       ",48
2018,84250,27,3.2882,3.1294,3.4673,"RD3       ",49
2014,76150,18,6.7509,6.1382,7.3053,"RD1       ",49
2016,80471,45,3.5435,3.2527,3.7066,"RD3       ",51
2008,67007,121,3.3441,3.2593,3.4857,"RD3       ",53
2011,72067,6,2.8226,2.7439,2.9283,"RD3       ",48
2015,77830,88,3.0725,2.89,3.22,"RD3       ",54
2007,65106,76,3.0755,2.8906,3.2873,"RD3       ",52
2016,80471,38,7.0286,6.9582,7.14,"RD1       ",51
2010,70787,38,2.9354,2.8,3.1013,"RD3       ",50
2006,62666,3,3.7366,3.6124,3.8464,"RD3       ",48
2018,84250,64,3.5596,3.3371,3.8239,"RD3       ",51
2013,74872,48,4.3239,4.0015,4.5993,"RD2       ",51
2006,62666,31,3.9039,3.7962,4.0368,"RD3       ",49
2018,84250,8,5.2489,4.6086,5.5591,"RD2       ",48
2012,73190,91,3.2851,3.1254,3.484,"RD3       ",52
2017,82790,73,4.0012,3.8901,4.2256,"RD2       ",53
2016,80471,51,4.8987,4.5008,5.2852,"RD2       ",51
2011,72067,101,5.1874,4.994,5.348,"RD1       ",53
2017,82790,31,3.526,3.433,3.6563,"RD3       ",50
2017,82790,34,3.686,3.4685,3.95,"RD3       ",50
2018,84250,91,3.1325,3.0174,3.2414,"RD3       ",53
2015,77830,73,4.4571,4.14,4.62,"RD2       ",53
2018,84250,60,5.2625,4.5058,6.3832,"RD2       ",51
2012,73190,103,4.624,4.3644,4.9082,"RD2       ",53
2012,73190,81,5.0142,4.4485,5.6851,"RD2       ",52
2015,77830,37,4.6804,4.26,5.11,"RD2       ",50
2012,73190,32,4.7131,4.5214,4.9216,"RD2       ",49
2009,69067,135,2.901,2.8674,2.9351,"RD3       ",54
2008,67007,24,5.6265,5.2312,6.1083,"RD2       ",49
2008,67007,83,5.7993,5.3502,6.1138,"RD1       ",51
2016,80471,24,6.8561,6.3037,7.2144,"RD1       ",49
2007,65106,84,3.9975,3.7378,4.1584,"RD2       ",53
2018,84250,35,6.7312,6.2175,7.3545,"RD1       ",50
2012,73190,22,6.0576,5.811,6.3148,"RD1       ",48
2015,77830,78,6.4141,5.91,6.65,"RD1       ",53
2008,67007,68,5.4661,4.9802,5.7963,"RD1       ",51
2017,82790,45,4.1262,3.9302,4.3691,"RD2       ",51
2008,67007,124,6.2092,5.9617,6.4701,"RD1       ",53
2008,67007,2,2.7207,2.627,2.8369,"RD3       ",48
2018,84250,4,6.0144,5.6827,6.2744,"RD1       ",48
2008,67007,51,4.7274,4.438,4.998,"RD2       ",50
2019,85230,33,4.8037,4.5346,5.2296,"RD2       ",50
2016,80471,42,6.4537,6.2653,6.6518,"RD1       ",51
2010,70787,83,4.3254,4.087,4.5468,"RD2       ",52
2018,84250,17,4.8677,4.5705,5.0887,"RD2       ",48
2006,62666,20,6.939,6.751,7.0175,"RD1       ",49
2019,85230,70,3.9894,3.5089,4.2919,"RD2       ",51
2006,62666,28,4.1584,4.0299,4.3598,"RD2       ",49
2016,80471,6,6.8348,6.5275,6.9426,"RD1       ",48
2017,82790,46,3.0417,2.7284,3.3162,"RD3       ",51
2014,76150,45,5.2822,4.7303,6.0957,"RD2       ",51
2019,85230,64,3.6593,3.334,4.0299,"RD3       ",51
2007,65106,54,4.1641,3.8033,4.4578,"RD2       ",51
2013,74872,63,4.1749,3.9035,4.4997,"RD2       ",52
2010,70787,1,4.2643,4.2,4.4287,"RD2       ",48
2012,73190,100,3.3049,3.1226,3.5967,"RD3       ",53
2019,85230,53,2.6128,2.5307,2.6562,"RD3       ",52
2006,62666,24,6.7443,6.4312,6.9999,"RD1       ",49
2013,74872,21,4.7192,4.538,4.9061,"RD2       ",49
2009,69067,49,3.6547,3.3856,3.9203,"RD3       ",50
2014,76150,82,4.0153,3.8196,4.2872,"RD2       ",53
2012,73190,25,5.8923,5.6121,6.3266,"RD1       ",49
