"TRIP_ID","VESSEL_ID","SUFFIX","CAPTAIN_ID","FISHING_EVENT_ID","FE_MAJOR_LEVEL_ID","SET_YEAR","SET_MONTH","SET_DAY","SET_TIME","DURATION_MINUTES","SABLE_DEPTH_GROUP","SABLE_AREA_GROUP","SABLE_SET_TYPE","GROUPING_CODE","REASON_CODE","FE_REASON_COMMENT","GEAR_CODE","NS_AREA","INSHORE_IND","SEAMOUNT_IND","MAJOR_STAT_AREA_CODE","MINOR_STAT_AREA_CODE","LOCALITY_CODE","FE_FISHING_Ground_COMMENT","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","FE_BEGINNING_BOTTOM_DEPTH","FE_END_BOTTOM_DEPTH","FE_MODAL_BOTTOM_DEPTH","TRAP_MODIFICATIONS_CODE","FE_USABILITY","CPUE_SABLE_WEIGHT","CPUE_SABLE_COUNT","CPUE_TRAPS","TOTAL_TRAPS","TOTAL_SABLE_COUNT","TOTAL_SABLE_WEIGHT","VERIFICATION_METHOD","FE_START_LATTITUDE_DEGREE","FE_START_LATTITUDE_MINUTE","FE_START_LONGITUDE_DEGREE","fe_start_longitude_minute","FE_END_LATTITUDE_DEGREE","fe_end_lattitude_minute","fe_end_longitude_degree","fe_end_longitude_minute","START_FATHOMS","END_FATHOMS","MODAL_DEPTH_FM","DepthStrataID","Nh","Wh","cpue","Proportion Males","Male Mean Fork Len(mm)","Female Mean Fork Len(mm)","Tagged Mean Fork Len(mm)"
62666,1265,2,74,1397594,38,2006,10,15,1248,1577,"RD2","S2","StRS",54,32,"Type 3 tagging",2,"SOUTH",0,0,4,27,0,,50.384666,-128.499,50.3975,-128.500166,604,658,638,4,12,1160.4,421,24,25,437,1209.5,1,50,23.08,128,29.94,50,23.85,128,30.01,330,360,349,"RD2",313,0.0579951825088012,48.35,0.74,592,670,638
62666,1265,2,74,1397595,39,2006,10,15,1431,1767,,"Pisces Canyon","TRADITIONAL TAGGING",440,30,"Type 1 tagging",2,"SOUTH",0,0,4,27,3,"Pisces Canyon",50.494666,-128.585833,50.508166,-128.584166,582,543,658,1,1,1377.9,441,30,30,441,1377.9,1,50,29.68,128,35.15,50,30.49,128,35.05,318,297,360,"RD2",,,45.93,0,0,0,661
62666,1265,2,74,1397596,40,2006,10,15,1534,1228,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,11,,50.526833,-128.522666,50.517166,-128.510666,187,188,187,1,1,95.3,24,25,23,24,95.3,1,50,31.61,128,31.36,50,31.03,128,30.64,102,103,102,"RD1",244,0.0452103020196405,3.812,0.26,653,721,704
62666,1265,2,74,1397597,41,2006,10,17,719,593,,"Pisces Canyon","TRADITIONAL TAGGING",440,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,11,"Pisces Canyon",50.546166,-128.622,50.538,-128.647,514,576,609,4,12,1659.8,564,35,36,577,1702,1,50,32.77,128,37.32,50,32.28,128,38.82,281,315,333,"RD2",,,47.4228571,0,0,0,638
62666,1265,2,74,1397598,42,2006,10,17,829,651,,"Pisces Canyon","TRADITIONAL TAGGING",440,30,"Type 1 tagging",2,"SOUTH",0,0,5,11,11,"Pisces Canyon",50.547666,-128.668,50.559666,-128.677166,673,629,605,4,12,1109.9,383,33,36,415,1201.6,1,50,32.86,128,40.08,50,33.58,128,40.63,368,344,331,"RD2",,,33.6333333,0,0,0,607
62666,1265,2,74,1397599,43,2006,10,17,1153,1217,"RD2","S2","StRS",54,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,10,,50.689833,-129.136666,50.699166,-129.1405,684,759,775,4,1,1131.6,400,24,24,400,1131.6,1,50,41.39,129,8.2,50,41.95,129,8.43,374,415,424,"RD2",313,0.0579951825088012,47.15,0.8,615,675,638
62666,1265,2,74,1397600,44,2006,10,17,131,1281,"RD1","S2","StRS",53,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,10,,50.746166,-129.243166,50.751333,-129.260666,199,192,194,4,12,100.3,30,21,24,40,143.1,1,50,44.77,129,14.59,50,45.08,129,15.64,109,105,106,"RD1",244,0.0452103020196405,4.7761904,0.4,628,720,679
62666,1265,2,74,1397601,45,2006,10,18,148,1132,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,7,,50.924833,-129.566166,50.9375,-129.564833,236,238,236,4,12,261.1,64,23,25,66,267.1,1,50,55.49,129,33.97,50,56.25,129,33.89,129,130,129,"RD1",907,0.168056327589402,11.3521739,0.35,663,710,700
62666,1265,2,74,1397602,46,2006,10,18,1613,1176,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,0,,51.104833,-129.436833,51.115,-129.4295,280,280,276,4,12,317.8,95,24,25,96,322,1,51,6.29,129,26.21,51,6.9,129,25.77,153,153,151,"RD1",907,0.168056327589402,13.2416666,0.37,614,702,658
62666,1265,2,74,1397603,47,2006,10,18,1746,1240,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"SOUTH",0,0,5,11,12,,51.140833,-129.586,51.151666,-129.6005,260,263,262,4,12,234.7,52,20,25,73,312.8,1,51,8.45,129,35.16,51,9.1,129,36.03,142,144,143,"RD1",907,0.168056327589402,11.735,0.2,627,697,704
62666,1265,2,74,1397604,48,2006,10,18,2110,1291,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,10,,51.261,-130.051833,51.270333,-130.067333,582,587,638,4,12,1946.4,840,23,25,879,2035.5,1,51,15.66,130,3.11,51,16.22,130,4.04,318,321,349,"RD2",310,0.0574393181397072,84.6260869,0.68,576,641,593
62666,1265,2,74,1397605,49,2006,10,18,2217,1414,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,10,,51.335,-130.136666,51.346833,-130.1385,730,766,733,4,12,1199.3,550,23,25,607,1327.4,1,51,20.1,130,8.2,51,20.81,130,8.31,399,419,401,"RD2",310,0.0574393181397072,52.1434782,0.8,561,660,607
62666,1265,2,74,1397606,50,2006,10,20,651,1410,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,15,,51.526333,-130.4265,51.513666,-130.422333,993,1169,1117,4,12,807.3,244,24,25,252,837,1,51,31.58,130,25.59,51,30.82,130,25.34,543,639,611,"RD3",343,0.0635538261997406,33.6375,0.41,611,706,668
62666,1265,2,74,1397607,51,2006,10,20,841,1407,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,15,,51.5285,-130.312666,51.538833,-130.298833,1015,947,982,4,1,1165.4,543,25,25,543,1165.4,1,51,31.71,130,18.76,51,32.33,130,17.93,555,518,537,"RD3",343,0.0635538261997406,46.616,0.45,570,632,582
62666,1265,2,74,1397608,52,2006,10,20,1011,1466,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,14,,51.528833,-130.209166,51.538333,-130.198833,662,783,755,4,12,1059.8,416,19,25,561,1452.4,1,51,31.73,130,12.55,51,32.3,130,11.93,362,428,413,"RD2",310,0.0574393181397072,55.7789473,0.55,588,665,620
62666,1265,2,74,1397609,53,2006,10,20,1147,1491,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,14,,51.581666,-130.328,51.581166,-130.289666,869,850,881,4,12,933.9,446,24,25,454,950,1,51,34.9,130,19.68,51,34.87,130,17.38,475,465,482,"RD3",343,0.0635538261997406,38.9125,0.67,572,613,578
62666,1265,2,74,1397610,54,2006,10,20,151,1433,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,14,,51.581666,-130.371666,51.5825,-130.352833,770,911,892,4,12,849.2,389,24,25,390,850.8,1,51,34.9,130,22.3,51,34.95,130,21.17,421,498,488,"RD3",343,0.0635538261997406,35.3833333,0.67,578,642,587
62666,1265,2,74,1397611,55,2006,10,20,1634,1456,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,14,,51.664833,-130.314166,51.657833,-130.299166,254,262,258,4,12,600.3,189,21,25,212,687.4,1,51,39.89,130,18.85,51,39.47,130,17.95,139,143,141,"RD1",907,0.168056327589402,28.5857142,0.32,619,674,669
62666,1265,2,74,1397612,56,2006,10,20,1825,1494,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,11,,51.740166,-130.1615,51.7275,-130.1495,218,219,218,4,12,146.6,38,22,27,39,152.4,1,51,44.41,130,9.69,51,43.65,130,8.97,119,120,119,"RD1",907,0.168056327589402,6.6636363,0.12,592,707,725
62666,1265,2,74,1397613,57,2006,10,21,2317,1299,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,6,,51.741,-130.546166,51.752166,-130.524333,624,547,609,4,12,957.3,344,20,25,395,1098.7,1,51,44.46,130,32.77,51,45.13,130,31.46,341,299,333,"RD2",310,0.0574393181397072,47.865,0.44,595,670,627
62666,1265,2,74,1397614,58,2006,10,22,634,1442,"RD1","S3","StRS",56,32,"Type 3 tagging",2,"NORTH",0,0,6,8,6,,51.914666,-130.77,51.900666,-130.77,265,291,285,4,12,5.6,2,18,23,5,13.4,1,51,54.88,130,46.2,51,54.04,130,46.2,145,159,156,"RD1",907,0.168056327589402,0.3111111,0.2,638,610,
62666,1265,2,74,1397615,59,2006,10,22,90,1771,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.718166,-130.823166,51.708833,-130.799833,691,688,638,4,12,1126.2,370,20,25,419,1253,1,51,43.09,130,49.39,51,42.53,130,47.99,378,376,349,"RD2",310,0.0574393181397072,56.31,0.43,621,703,645
62666,1265,2,74,1397616,60,2006,10,22,1022,1839,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.682666,-130.837333,51.675333,-130.823333,1112,845,1020,4,12,894.8,275,24,25,289,957,1,51,40.96,130,50.24,51,40.52,130,49.4,608,462,558,"RD3",343,0.0635538261997406,37.2833333,0.67,644,701,682
62666,1265,2,74,1397617,61,2006,10,22,1121,1892,"RD2","S3","StRS",57,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.657666,-130.715833,51.651166,-130.702333,463,510,481,4,12,722.3,250,24,25,266,774.3,1,51,39.46,130,42.95,51,39.07,130,42.14,253,279,263,"RD2",310,0.0574393181397072,30.0958333,0.57,593,675,636
62666,1265,2,74,1397618,62,2006,10,22,1510,8530,"RD3","S3","StRS",58,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.7195,-130.682333,51.708666,-130.643166,861,933,894,4,13,,,,24,243,603.1,1,51,43.17,130,40.94,51,42.52,130,38.59,471,510,489,"RD3",343,0.0635538261997406,0,0.63,616,674,
62666,1265,2,74,1397619,63,2006,10,29,738,1360,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,34,2,,52.500833,-131.814333,52.490333,-131.798666,236,214,219,4,12,114.1,32,11,25,39,144.7,1,52,30.05,131,48.86,52,29.42,131,47.92,129,117,120,"RD1",114,0.0211228460255698,10.3727272,0.14,649,705,666
62666,1265,2,74,1397620,64,2006,10,29,1222,1269,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,31,13,,52.6795,-132.120166,52.67,-132.111,764,788,733,4,12,1015,287,24,25,299,1068.3,1,52,40.77,132,7.21,52,40.2,132,6.66,418,431,401,"RD2",124,0.0229757272558829,42.2916666,0.39,627,720,673
62666,1265,2,74,1397621,65,2006,10,29,1517,1242,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,52.708833,-132.391833,52.697833,-132.3915,1112,1156,1132,4,12,638.8,212,23,25,234,693.2,1,52,42.53,132,23.51,52,41.87,132,23.49,608,632,619,"RD3",346,0.0641096905688345,27.773913,0.62,613,704,638
62666,1265,2,74,1397622,66,2006,10,29,1657,1246,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,52.777833,-132.423833,52.765333,-132.422,1033,874,951,4,12,367.8,164,25,26,164,367.8,1,52,46.67,132,25.43,52,45.92,132,25.32,565,478,520,"RD3",346,0.0641096905688345,14.712,0.71,552,679,606
62666,1265,2,74,1397623,67,2006,10,29,1753,1338,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,52.7785,-132.478166,52.771166,-132.464333,777,764,761,4,12,268.5,144,23,25,171,315.1,1,52,46.71,132,28.69,52,46.27,132,27.86,425,418,416,"RD2",124,0.0229757272558829,11.673913,0.88,552,612,553
62666,1265,2,74,1397624,68,2006,10,29,1956,1360,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,31,5,,52.896666,-132.425,52.8955,-132.4075,783,715,836,4,1,707.3,232,25,25,232,707.3,1,52,53.8,132,25.5,52,53.73,132,24.45,428,391,457,"RD3",346,0.0641096905688345,28.292,0.51,623,687,626
62666,1265,2,74,1397625,69,2006,10,31,70,1401,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,31,8,,52.9945,-132.470333,52.981666,-132.463166,172,177,179,4,13,,,,24,0,0,,52,59.67,132,28.22,52,58.9,132,27.79,94,97,98,"RD1",114,0.0211228460255698,0,,,,
62666,1265,2,74,1397626,70,2006,10,31,83,1399,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,31,8,,53.011333,-132.532333,53.012166,-132.514166,210,203,208,4,12,0,0,8,25,0,0,,53,0.68,132,31.94,53,0.73,132,30.85,115,111,114,"RD1",114,0.0211228460255698,0,,,,
62666,1265,2,74,1397627,71,2006,10,31,951,1447,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,31,8,,52.9975,-132.559833,52.998333,-132.542166,432,421,437,4,12,1373.6,363,21,25,418,1587.2,1,52,59.85,132,33.59,52,59.9,132,32.53,236,230,239,"RD1",114,0.0211228460255698,65.4095238,0.17,626,714,679
62666,1265,2,74,1397628,72,2006,10,31,1140,1472,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,52.97,-132.6695,52.9805,-132.668,1322,1311,1317,4,12,83,26,23,25,26,83,1,52,58.2,132,40.17,52,58.83,132,40.08,723,717,720,"RD3",346,0.0641096905688345,3.6086956,0.46,659,681,
62666,1265,2,74,1397629,73,2006,10,31,1316,1517,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,52.954333,-132.823333,52.966,-132.823833,1123,1114,1110,4,1,381.8,130,24,25,130,381.8,1,52,57.26,132,49.4,52,57.96,132,49.43,614,609,607,"RD3",346,0.0641096905688345,15.9083333,0.59,619,695,642
62666,1265,2,74,1397630,74,2006,10,31,1432,1527,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,53.002166,-132.828166,53.0135,-132.8285,896,993,922,4,12,281.9,124,21,25,152,341.9,1,53,0.13,132,49.69,53,0.81,132,49.71,490,543,504,"RD3",346,0.0641096905688345,13.4238095,0.88,584,635,589
62666,1265,2,74,1397631,75,2006,11,1,1933,1605,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,31,7,,53.24,-132.852166,53.250333,-132.862,686,673,680,4,1,679.5,244,25,25,244,679.5,1,53,14.4,132,51.13,53,15.02,132,51.72,375,368,372,"RD2",256,0.0474337594960163,27.18,0.57,623,680,629
62666,1265,2,74,1397632,76,2006,11,1,2034,1653,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,31,14,,53.306166,-132.968833,53.317333,-132.973,633,657,638,4,12,798.7,352,18,25,447,1011.3,1,53,18.37,132,58.13,53,19.04,132,58.38,346,359,349,"RD2",256,0.0474337594960163,44.3722222,0.72,566,654,592
62666,1265,2,74,1397633,77,2006,11,2,610,1527,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,53.31,-133.340333,53.3215,-133.341833,1072,1094,1070,4,12,297.8,105,25,24,105,297.8,1,53,18.6,133,20.42,53,19.29,133,20.51,586,598,585,"RD3",417,0.0772651473040578,11.912,0.47,592,662,638
62666,1265,2,74,1397634,78,2006,11,2,711,1569,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,14,,53.371166,-133.256666,53.3825,-133.257833,1066,1077,1075,4,12,234.6,80,17,25,106,306.3,1,53,22.27,133,15.4,53,22.95,133,15.47,583,589,588,"RD3",417,0.0772651473040578,13.8,0.42,606,668,641
62666,1265,2,74,1397635,79,2006,11,2,926,1619,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,31,6,,53.620166,-133.205333,53.633833,-133.201833,594,605,625,4,12,1242.8,373,24,25,399,1323.5,1,53,37.21,133,12.32,53,38.03,133,12.11,325,331,342,"RD2",256,0.0474337594960163,51.7833333,0.38,612,684,662
62666,1265,2,74,1397636,80,2006,11,2,1041,1642,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,31,6,,53.650833,-133.308,53.640666,-133.295,786,792,797,4,12,671.9,234,19,25,265,767.4,1,53,39.05,133,18.48,53,38.44,133,17.7,430,433,436,"RD2",256,0.0474337594960163,35.3631578,0.59,611,649,639
62666,1265,2,74,1397637,81,2006,11,2,1418,1691,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,53.865666,-133.8625,53.876166,-133.863833,863,889,876,4,12,422,164,24,25,168,437.4,1,53,51.94,133,51.75,53,52.57,133,51.83,472,486,479,"RD3",417,0.0772651473040578,17.5833333,0.74,615,679,620
62666,1265,2,74,1397638,82,2006,11,2,155,1723,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,53.876666,-133.823,53.865666,-133.8115,964,925,940,1,12,660.4,243,25,25,243,660.4,1,53,52.6,133,49.38,53,51.94,133,48.69,527,506,514,"RD3",417,0.0772651473040578,26.416,0.72,609,696,617
62666,1265,2,74,1397639,83,2006,11,3,2113,1222,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,0,,53.917833,-133.790833,53.906666,-133.791666,1174,1183,1178,4,13,,,,23,62,198,1,53,55.07,133,47.45,53,54.4,133,47.5,642,647,644,"RD3",417,0.0772651473040578,0,0.49,637,693,651
62666,1265,2,74,1397640,84,2006,11,3,2250,1242,"RD3","S5","StRS",64,32,"Type 3 tagging",2,"NORTH",0,0,9,31,2,,53.995,-133.686166,53.983,-133.685333,841,907,874,4,12,709.7,279,22,25,322,829,1,53,59.7,133,41.17,53,58.98,133,41.12,460,496,478,"RD3",417,0.0772651473040578,32.2590909,0.83,593,665,617
62666,1265,2,74,1397641,85,2006,11,4,637,1405,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.3205,-133.663666,54.3085,-133.661166,256,258,258,4,12,41,9,8,25,12,54.6,1,54,19.23,133,39.82,54,18.51,133,39.67,140,141,141,"RD1",377,0.0698536223828053,5.125,0,0,740,716
62666,1265,2,74,1397642,86,2006,11,4,747,1465,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.2995,-133.747666,54.287666,-133.745333,243,243,243,4,13,,,,27,14,69.6,1,54,17.97,133,44.86,54,17.26,133,44.72,133,133,133,"RD1",377,0.0698536223828053,0,0.22,644,780,747
62666,1265,2,74,1397643,87,2006,11,4,943,1426,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.274,-133.871833,54.2625,-133.873,653,635,647,4,12,1499.5,549,24,25,560,1525.8,1,54,16.44,133,52.31,54,15.75,133,52.38,357,347,354,"RD2",256,0.0474337594960163,62.4791666,0.74,597,669,615
62666,1265,2,74,1397644,88,2006,11,4,1037,1470,"RD2","S5","StRS",63,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.221833,-133.830666,54.208833,-133.830166,463,481,475,4,12,815.4,235,21,25,253,879.2,1,54,13.31,133,49.84,54,12.53,133,49.81,253,263,260,"RD2",256,0.0474337594960163,38.8285714,0.37,611,677,662
62666,1265,2,74,1397645,89,2006,11,4,1157,1485,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.158666,-133.7635,54.1565,-133.744666,450,393,457,4,12,1024.4,301,20,25,359,1234.5,1,54,9.52,133,45.81,54,9.39,133,44.68,246,215,250,"RD1",377,0.0698536223828053,51.22,0.49,635,688,661
62666,1265,2,74,1397646,90,2006,11,4,1338,1523,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,2,,54.176666,-133.4945,54.160166,-133.490166,377,377,377,1,12,450.9,173,20,25,200,516.4,1,54,10.6,133,29.67,54,9.61,133,29.41,206,206,206,"RD1",377,0.0698536223828053,22.545,0.48,577,654,607
62666,1265,2,74,1397647,91,2006,11,4,2120,1187,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,2,,54.047333,-133.5995,54.047333,-133.619666,326,331,333,4,12,83.2,20,24,25,20,83.2,1,54,2.84,133,35.97,54,2.84,133,37.18,178,181,182,"RD1",377,0.0698536223828053,3.4666666,0.08,569,675,643
62666,1265,2,74,1397648,92,2006,11,4,2311,1180,"RD1","S5","StRS",62,32,"Type 3 tagging",2,"NORTH",0,0,9,35,6,,54.143333,-133.728666,54.140333,-133.706833,466,408,454,4,12,626.8,168,18,23,186,701.8,5,54,8.6,133,43.72,54,8.42,133,42.41,255,223,248,"RD1",377,0.0698536223828053,34.8222222,0,0,0,672
62666,1265,2,74,1399208,93,2006,11,12,110,1304,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,5,,52.274833,-131.723333,52.2865,-131.730666,834,863,834,4,12,950.8,368,23,25,370,955.8,1,52,16.49,131,43.4,52,17.19,131,43.84,456,472,456,"RD3",346,0.0641096905688345,41.3391304,0.74,591,673,621
62666,1265,2,74,1399732,94,2006,11,12,255,1327,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,5,,52.268333,-131.564666,52.276,-131.574166,779,858,768,4,12,962.4,295,20,25,351,1143.5,1,52,16.1,131,33.88,52,16.56,131,34.45,426,469,420,"RD2",124,0.0229757272558829,48.12,0.63,616,720,666
62666,1265,2,74,1399733,95,2006,11,12,551,1323,"RD2","S4","StRS",60,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.0725,-131.381666,52.083166,-131.39,600,678,594,4,12,1805.9,603,24,25,646,1933.9,5,52,4.35,131,22.9,52,4.99,131,23.4,328,371,325,"RD2",124,0.0229757272558829,75.2458333,0.57,616,674,631
62666,1265,2,74,1399734,96,2006,11,12,728,1354,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,9,34,1,,52.019,-131.275166,52.029,-131.276,274,240,254,4,12,7.6,2,12,24,2,7.6,1,52,1.14,131,16.51,52,1.74,131,16.56,150,131,139,"RD1",114,0.0211228460255698,0.6333333,0,0,0,682
62666,1265,2,74,1399735,97,2006,11,12,939,1325,"RD1","S4","StRS",59,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.9635,-131.138166,51.9545,-131.125666,234,240,262,4,12,69.6,19,14,24,20,75.5,1,51,57.81,131,8.29,51,57.27,131,7.54,128,131,143,"RD1",114,0.0211228460255698,4.9714285,0,0,707,651
62666,1265,2,74,1399736,98,2006,11,12,1048,1326,"RD3","S4","StRS",61,32,"Type 3 tagging",2,"NORTH",0,0,6,8,12,,51.93,-131.178,51.941666,-131.178166,887,982,889,4,12,709.7,226,21,25,285,890,1,51,55.8,131,10.68,51,56.5,131,10.69,485,537,486,"RD3",346,0.0641096905688345,33.795238,0.79,635,698,663
62966,499,1,335,1500597,1,2006,10,2,716,1364,"D5","Barkley Canyon","OFFSHORE STANDARDIZED",345,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.2935,-126.046,48.2825,-126.047166,1044,1019,1035,4,1,575.5,246,25,25,246,575.5,1,48,17.61,126,2.76,48,16.95,126,2.83,571,557,566,"RD3",,,23.02,0.58,577,659,625
62966,499,1,335,1500598,2,2006,10,2,811,1389,"D4","Barkley Canyon","OFFSHORE STANDARDIZED",344,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.342833,-126.042666,48.327666,-126.055166,686,856,834,4,1,510.8,220,25,25,220,510.8,1,48,20.57,126,2.56,48,19.66,126,3.31,375,468,456,"RD3",,,20.432,0.71,575,637,581
62966,499,1,335,1500599,3,2006,10,2,843,1412,"D3","Barkley Canyon","OFFSHORE STANDARDIZED",343,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.346666,-126.059833,48.335,-126.062833,646,636,658,4,1,232,105,25,25,105,232,1,48,20.8,126,3.59,48,20.1,126,3.77,353,348,360,"RD2",,,9.28,0.76,578,646,
62966,499,1,335,1500600,4,2006,10,2,947,1451,"D2","Barkley Canyon","OFFSHORE STANDARDIZED",342,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.330166,-125.910333,48.328166,-125.924666,468,525,496,4,1,382.1,122,25,25,122,382.1,1,48,19.81,125,54.62,48,19.69,125,55.48,256,287,271,"RD2",,,15.284,0.44,615,688,
62966,499,1,335,1500601,5,2006,10,2,1028,1459,"D1","Barkley Canyon","OFFSHORE STANDARDIZED",341,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.333333,-125.884833,48.332333,-125.902333,406,463,435,4,1,53.8,19,25,24,19,53.8,1,48,20,125,53.09,48,19.94,125,54.14,222,253,238,"RD1",,,2.152,0.58,605,654,
62966,499,1,335,1500602,6,2006,10,2,113,1478,"D0","Barkley Canyon","OFFSHORE STANDARDIZED",340,29,,2,"SOUTH",0,0,3,23,10,"Barkley Canyon",48.343666,-125.867,48.334166,-125.8555,196,190,198,4,1,29.4,10,25,25,10,29.4,1,48,20.62,125,52.02,48,20.05,125,51.33,107,104,108,"RD1",,,1.176,0.6,620,687,
62966,499,1,335,1500603,7,2006,10,2,1215,1495,,"Barkley Canyon","TRADITIONAL TAGGING",339,30,"Type 1 tagging",2,"SOUTH",0,0,3,23,13,"Barkley Canyon",48.259833,-125.920333,48.252666,-125.958666,561,529,580,4,1,1682.2,678,59,59,678,1682.2,1,48,15.59,125,55.22,48,15.16,125,57.52,307,289,317,"RD2",,,28.5118644,0,0,0,592
62966,499,1,335,1500604,8,2006,10,4,625,681,,"Esperanza Inlet","TRADITIONAL TAGGING",369,30,"Type 1 tagging",2,"SOUTH",0,0,4,26,8,"Esperanza Inlet",49.683166,-127.475833,49.6555,-127.481333,499,644,582,4,1,1592.4,606,60,60,606,1592.4,1,49,40.99,127,28.55,49,39.33,127,28.88,273,352,318,"RD2",,,26.54,0,0,0,613
62966,499,1,335,1500605,9,2006,10,4,730,1409,"D0","Esperanza Inlet","OFFSHORE STANDARDIZED",370,29,,2,"SOUTH",0,0,4,25,3,"Esperanza Inlet",49.601833,-127.337833,49.596166,-127.328833,192,256,232,4,1,22.3,6,25,24,6,22.3,1,49,36.11,127,20.27,49,35.77,127,19.73,105,140,127,"RD1",,,0.892,0,0,712,
62966,499,1,335,1500606,10,2006,10,4,82,1423,"D1","Esperanza Inlet","OFFSHORE STANDARDIZED",371,29,,2,"SOUTH",0,0,4,25,3,"Esperanza Inlet",49.612166,-127.352333,49.604333,-127.366833,302,404,364,4,1,292.7,85,25,25,85,292.7,1,49,36.73,127,21.14,49,36.26,127,22.01,165,221,199,"RD1",,,11.708,0.24,630,689,
